A,B,C,G,R,X6,X8,Class
7,1163.96,1019.66,46.53,2961,85.0388,0.2241,C
6,1169.61,1029.66,46.17,4398,88.4948,0.223,C
6,1194.38,1049.65,45.82,5238,87.8771,0.2184,C
7,1172.94,1029.66,45.82,5498,91.8334,0.2487,C
7,1155.86,979.67,43.18,9839,54.4161,0.2523,C
6,1116.03,599.8,43.18,14453,63.5854,0.1434,C
8,1123.23,599.8,47.26,13881,67.5384,0.2137,C
8,1184.39,1029.66,47.26,5080,91.9094,0.2203,C
8,1190.47,1029.66,46.17,4358,92.8408,0.2191,C
7,1187.1,1049.65,46.17,4518,86.3656,0.2457,C
8,1186.56,1049.65,46.53,4544,96.985,0.2199,C
6,1196.12,1069.64,46.53,4159,91.9933,0.2181,C
7,1167.11,1009.66,46.53,3296,91.8386,0.2499,C
7,1150.03,999.67,45.47,3713,79.9892,0.2536,C
8,1162.95,999.67,45.47,4033,69.7,0.215,C
8,1170.03,1039.65,46.53,2524,80.7448,0.2493,C
7,1162.66,1069.64,48.02,1906,94.3337,0.2244,C
7,1126.71,929.69,48.02,4464,65.8602,0.2219,C
9,855.89,359.88,48.8,12024,92.7063,0.2749,C
10,743.81,329.89,48.8,22303,67.7981,0.2907,C
7,977.89,639.79,44.79,17608,38.9312,0.2557,C
7,1191.34,999.67,43.49,6982,55.7433,0.146,C
8,1223.94,1019.66,42.87,5879,69.0424,0.1776,C
8,1208.73,949.68,42.87,8970,70.0557,0.2878,C
7,1212.32,949.68,45.13,3417,74.6561,0.2625,C
6,1239.59,999.67,44.79,4094,58.8666,0.2567,C
7,1236.54,999.67,42.27,4753,51.6937,0.2813,C
6,1221.41,1069.64,45.47,2917,85.9787,0.2233,C
8,1216.41,1069.64,44.79,4992,82.3518,0.2242,C
8,1220.46,1069.64,44.79,3028,70.8058,0.1781,C
8,1203.95,1069.64,45.47,3904,77.1516,0.2528,C
6,1167.87,1019.66,46.53,3884,88.208,0.2606,C
6,1190.44,1019.66,44.13,3832,71.6858,0.28,C
7,1240.02,1099.63,44.13,2387,59.5308,0.2805,C
7,1248.63,1109.63,41.39,5310,93.4275,0.2288,C
6,1240.95,1109.63,41.39,4864,91.5707,0.2198,C
6,1228.23,1079.64,42.27,2845,73.7786,0.2591,C
6,1166.13,969.68,42.27,6591,47.3828,0.2237,C
5,1155.03,969.68,44.79,5238,69.1676,0.2165,C
5,1171.28,1029.66,46.89,3945,61.7997,0.249,C
7,1164.61,969.68,44.13,6938,63.9521,0.1789,C
7,1216.99,1079.64,43.18,6624,70.1842,0.2144,C
6,1229.59,1089.64,43.18,2757,67.3196,0.2588,C
7,1230.04,1039.65,45.47,2423,82.0883,0.2587,C
8,1178.77,1009.66,45.13,4467,66.51,0.2121,C
8,1134.42,959.68,46.53,5277,59.8825,0.2468,C
6,1150.45,959.68,47.26,5184,68.4221,0.2535,C
7,1095.63,939.69,48.8,2756,94.2671,0.2556,C
7,1009.29,849.72,52.19,3173,47.9042,0.1835,C
6,1028.92,849.72,50.86,3703,32.1901,0.21600000000000003,C
6,1108.43,979.67,43.81,3428,43.8156,0.2165,C
6,1127.62,939.69,43.81,6269,28.4734,0.2128,C
6,1070.41,939.69,43.81,7016,32.1693,0.2156,C
6,993.6,939.69,54.56,1003,74.2772,0.2157,C
6,998.98,909.7,52.65,1544,60.4922,0.2071,C
7,1078.04,909.7,44.79,5168,51.993,0.2226,C
8,1142.82,949.68,42.87,7647,62.9005,0.245,C
6,1106.03,949.68,42.87,8640,38.1713,0.1808,C
7,1103.38,969.68,46.17,3435,66.8122,0.2266,C
8,1171.28,1009.66,43.81,4027,68.3139,0.2134,C
7,1153.37,1029.66,45.82,3977,75.8361,0.2168,C
8,1152.12,1019.66,45.47,2639,74.4221,0.1447,C
6,1174.61,1019.66,44.13,4489,73.2012,0.2483,C
6,1138.79,959.68,44.13,3601,54.4849,0.2561,C
6,1131.22,959.68,41.39,10316,51.1245,0.2475,C
5,1134.42,979.67,41.39,8113,58.5727,0.2468,C
6,1117.13,989.67,48.8,1934,49.4312,0.2238,C
7,1048.11,609.8,42.57,18536,15.1219,0.1835,C
8,1018.59,609.8,42.57,19012,26.6884,0.3156,C
8,1093.64,959.68,43.81,5874,59.0058,0.256,C
8,1191.78,979.67,42.57,9259,72.2108,0.2554,C
7,1206.55,979.67,42.57,6747,72.4618,0.2523,C
6,1235.95,1079.64,43.18,2311,88.8793,0.2207,C
6,1164.2,999.67,45.47,2882,63.9486,0.2505,C
7,1106.83,989.67,47.26,3622,93.3186,0.253,C
7,1103.23,949.68,47.26,4657,91.1316,0.2538,C
6,1091.94,949.68,48.4,4030,64.7891,0.1409,C
6,1135.04,989.67,41.97,6816,36.8691,0.1468,C
7,1198.3,989.67,41.97,6215,48.3508,0.1451,C
5,1196.99,1079.64,44.46,2788,79.0531,0.2179,C
6,1214.14,1049.65,43.81,2947,77.4347,0.1872,C
7,1179.19,939.69,43.81,6425,55.0195,0.1413,C
8,1132.02,919.69,41.39,12772,33.2054,0.1413,C
8,1140.04,959.68,41.39,5570,70.8977,0.2193,C
8,1127.54,909.7,41.97,8624,43.9007,0.1848,C
7,1173.78,909.7,41.97,9342,74.9304,0.213,C
6,1177.52,989.67,44.79,6007,69.6687,0.2123,C
6,1138.79,989.67,45.82,3768,77.3355,0.2195,C
7,1108.83,969.68,45.47,4415,45.1416,0.2525,C
6,1115.63,929.69,45.47,5469,37.9046,0.1793,C
6,1095.02,959.68,45.82,4518,31.8946,0.3161,C
6,1045.21,959.68,45.82,4989,57.3862,0.2835,C
6,1068.87,939.69,44.46,9736,17.5021,0.2879,C
7,1063.88,929.69,43.18,12033,32.8596,0.2531,C
8,1007.52,849.72,43.18,4038,20.629,0.2481,C
9,980.02,839.72,52.19,2448,15.6454,0.3519,C
8,1010.02,909.7,53.59,1725,69.6812,0.2829,C
7,1013.23,929.69,53.59,1624,67.2414,0.2467,C
7,1027.06,899.7,40.28,8339,31.2507,0.1442,C
8,1071.18,899.7,40.28,9094,55.0473,0.2513,C
9,1120.46,919.69,46.89,8003,69.5614,0.2603,C
5,1153.53,979.67,46.89,3965,75.7377,0.2262,C
5,1150.02,979.67,44.79,5116,76.0946,0.2087,C
7,1108.09,969.68,44.79,4587,66.2961,0.243,C
9,1053.49,949.68,48.02,2103,58.6781,0.2191,C
7,1070.03,949.68,50.86,2597,69.8883,0.2516,C
7,1046.32,829.72,50.86,5680,38.5739,0.2478,C
9,878.09,739.75,51.3,2034,47.0501,0.2572,C
9,804.45,389.87,58.84,4472,44.6333,0.2762,C
12,761.85,389.87,51.74,13735,60.4514,0.3109,C
8,805.45,399.87,44.13,12861,36.3502,0.1774,C
7,1104.03,629.79,44.13,15037,38.391999999999996,0.1812,C
7,1224.81,1079.64,44.79,1971,77.93,0.2485,C
7,1121.63,889.7,44.79,8752,26.4397,0.2853,C
6,1003.74,859.71,47.26,4207,41.9777,0.2952,C
5,1071.18,859.71,44.13,3607,41.7244,0.2513,C
5,1224.59,1059.65,42.87,5299,56.0672,0.1856,C
6,1127.12,879.71,42.87,8101,38.0323,0.2957,C
5,1107.63,879.71,43.18,7944,41.6793,0.2167,C
7,1173.78,1029.66,45.82,4088,85.3229,0.2485,C
5,1104.03,829.72,43.49,14258,35.9097,0.2536,C
6,1075.64,829.72,43.49,13186,26.4902,0.2603,C
6,1162.11,929.69,43.81,6384,50.3759,0.251,C
6,1188.73,1069.64,45.13,3215,71.8507,0.256,C
8,1159.2,1029.66,45.13,3801,65.24600000000001,0.2516,C
7,1098.83,839.72,41.97,6807,52.3872,0.1456,C
5,1130.87,839.72,41.97,12663,56.898,0.2579,C
6,1158.78,999.67,44.46,5223,90.963,0.2157,C
8,1152.95,999.67,46.89,3609,86.8385,0.253,C
7,1092.44,869.71,43.81,9698,29.5422,0.2563,C
4,1098.43,869.71,43.81,10943,46.2305,0.2549,C
6,1149.62,999.67,47.63,3194,83.4064,0.2537,C
5,1171.28,999.67,45.82,5554,97.1012,0.2846,C
8,1151.28,989.67,45.82,8209,67.5478,0.2533,C
7,1161.28,989.67,45.82,5208,85.9063,0.2153,C
6,1176.27,989.67,40.28,11781,41.185,0.2834,C
8,1085.41,869.71,40.28,12202,51.1392,0.2835,C
8,1035.95,869.71,41.39,1392,51.0776,0.3218,C
7,1073.87,969.68,51.3,951,73.5016,0.2149,D
8,975.39,759.75,51.3,1548,55.8786,0.2197,D
8,978.25,759.75,52.19,3015,50.9121,0.146,D
9,983.47,759.75,50.02,10288,22.8227,0.2454,D
9,855.47,749.75,50.02,5491,20.1967,0.3188,D
9,891.58,749.75,55.57,3572,42.9451,0.2103,D
9,941.02,799.73,55.57,3130,54.8562,0.1771,D
9,978.64,809.73,52.19,4090,27.4572,0.2467,D
8,969.68,789.74,52.19,5111,36.0986,0.2489,D
9,943.48,789.74,54.56,4446,51.1246,0.2558,D
9,1005.38,879.71,54.56,1984,78.4274,0.1776,D
9,868.8,659.78,54.56,1731,50.4333,0.1395,D
7,812.3,659.78,57.16,1476,82.3171,0.1759,D
8,882.83,749.75,57.16,2628,69.102,0.1416,D
9,892.61,749.75,57.71,3360,63.1845,0.1807,D
8,930.69,829.72,55.57,2196,60.2914,0.1433,D
9,887.83,759.75,55.57,1681,32.9566,0.2816,D
7,893.76,759.75,58.84,1821,30.8622,0.2797,D
8,966.82,829.72,52.19,3332,22.1188,0.2586,D
7,1073.49,839.72,49.6,1619,51.6986,0.1791,D
7,1000.02,789.74,49.6,2623,62.4476,0.1786,D
9,950.02,789.74,49.2,5614,62.2195,0.1754,D
10,1014.3,789.74,49.2,7735,56.5223,0.1761,D
9,1026.32,889.7,52.65,1536,69.7266,0.1804,D
9,1032.62,949.68,52.19,364,71.97800000000001,0.3587,E
10,1063.49,959.68,52.19,646,36.5325,0.3617,E
9,1062.34,949.68,53.12,798,78.8221,0.3259,E
9,1065.41,949.68,52.65,716,86.5922,0.3249,E
9,1048.88,899.7,51.74,1248,62.0192,0.33,E
9,1063.35,979.67,51.74,866,82.679,0.3483,E
8,1074.04,989.67,52.65,453,93.5982,0.3352,E
10,1053.11,849.72,51.74,1874,57.7908,0.1826,E
10,1057.34,849.72,52.65,2540,30.315,0.1455,E
9,1088.44,969.68,51.74,921,42.5624,0.2573,E
9,1094.04,969.68,51.74,574,33.7979,0.3291,E
10,1101.94,1039.65,51.74,208,37.0192,0.349,E
9,1083.48,899.7,51.3,1038,22.3507,0.355,E
8,993.24,829.72,51.3,3345,73.8416,0.1798,E
9,972.09,619.79,53.59,7490,53.7383,0.2483,E
8,1032.62,959.68,54.07,1601,83.6352,0.2511,E
8,1009.66,799.73,55.06,2229,73.755,0.1769,E
9,963.47,779.74,55.06,4819,57.3563,0.3221,E
9,961.75,819.73,56.62,3292,83.5055,0.2868,E
9,946.35,819.73,57.16,2635,93.8899,0.317,E
11,770.82,589.8,60.02,3209,57.4634,0.3156,E
16,634.01,549.82,58.27,1402,37.0185,0.1402,E
13,753.53,549.82,54.56,6315,43.0404,0.1435,E
9,899.7,739.75,54.56,3971,88.3657,0.3227,E
10,813.73,679.77,55.06,6363,60.286,0.3511,E
9,814.59,649.78,55.06,7715,37.6539,0.2105,E
10,830.58,659.78,57.16,3614,70.3376,0.2064,E
9,764.88,579.81,59.43,4081,36.6332,0.1767,E
10,796.88,579.81,59.43,5474,34.472,0.3586,E
9,858.2,749.75,57.16,3055,84.2553,0.3531,E
8,914.86,749.75,52.19,5182,53.9753,0.141,E
9,924.85,739.75,52.19,2919,45.6321,0.1744,E
9,827.37,729.76,59.43,2912,64.5604,0.1777,E
9,853.35,709.76,59.43,3470,49.5389,0.1776,E
8,869.1,759.75,59.43,1573,77.4317,0.3487,E
9,860.32,759.75,59.43,2310,83.6364,0.1761,E
8,885.02,709.76,57.16,3242,45.5275,0.1412,E
6,872.52,709.76,57.16,1666,37.8151,0.1791,E
7,848.81,749.75,60.63,1401,61.5275,0.1428,E
9,865.17,769.74,60.02,1865,54.37,0.3503,E
9,867.84,749.75,56.62,3817,27.0107,0.1801,E
8,859.11,799.73,56.62,1800,30.1111,0.2116,E
10,850.3,799.73,63.85,286,49.3007,0.17300000000000001,E
9,806.3,339.89,63.85,4130,40.8717,0.2835,E
7,790.88,339.89,63.85,4868,42.6869,0.3251,E
8,836.49,719.76,63.18,1696,21.2264,0.2461,E
8,870.01,719.76,61.24,2997,11.9119,0.3483,E
9,853.05,719.76,61.24,1389,60.6911,0.1421,E
8,860.93,719.76,60.02,2084,70.8733,0.2464,E
8,893.9,839.72,61.88,858,71.3287,0.2887,E
7,912.28,829.72,58.84,1363,51.7241,0.2475,E
9,884.39,749.75,60.02,3465,60.8658,0.2473,E
8,883.14,749.75,60.63,3120,73.3654,0.2477,E
9,887.52,819.73,61.88,665,64.812,0.3521,E
11,912.28,819.73,57.71,1163,53.6543,0.2475,E
9,955.54,879.71,57.71,978,51.8405,0.2165,E
9,898.09,759.75,57.71,2366,34.1927,0.2155,E
9,853.05,749.75,64.54,1702,24.9119,0.3552,E
8,892.83,789.74,60.02,999,51.952,0.35,E
10,932.91,859.71,58.84,1485,57.2391,0.3112,E
9,934.17,809.73,58.84,851,69.2127,0.3322,E
9,938.65,809.73,56.62,2066,37.4637,0.2204,E
8,920.03,769.74,58.84,2592,19.3287,0.3261,E
7,933.24,769.74,57.16,3936,25.8892,0.3111,E
7,913.57,769.74,57.16,2969,51.0273,0.1766,E
8,767.04,599.8,60.63,3295,38.786,0.1762,E
8,766.5,599.8,60.02,2239,23.7159,0.2821,E
8,933.02,779.74,56.09,1992,84.99,0.3215,E
8,1021.14,879.71,52.19,2258,74.0921,0.2902,E
9,1010.02,859.71,52.19,2762,59.4135,0.2829,E
8,945.35,809.73,54.07,3045,54.6798,0.141,E
7,964.16,809.73,54.07,2251,59.7956,0.2146,E
8,970.02,799.73,54.07,1959,30.0153,0.1422,E
7,956.23,799.73,57.16,1339,47.1247,0.3246,E
8,992.53,879.71,56.62,807,70.1363,0.3239,E
8,1002.52,899.7,56.62,806,70.8437,0.3563,E
8,1006.09,899.7,53.59,1534,52.1512,0.213,E
9,1010.02,929.69,53.59,1099,61.1465,0.3182,E
9,998.6,909.7,56.62,952,87.7101,0.2861,E
9,992.17,909.7,57.16,1354,93.5746,0.28800000000000003,E
8,920.98,409.86,55.57,7938,49.2063,0.2802,E
10,710.01,409.86,57.16,5259,38.6575,0.1761,E
12,659.3,569.81,64.54,3048,22.5394,0.1806,E
7,816.58,609.8,59.43,2676,42.8625,0.2799,E
9,847.95,669.78,61.24,2965,55.4806,0.1734,E
10,694.65,579.81,65.96,1997,19.3791,0.1756,E
8,792.51,579.81,51.74,6062,23.4741,0.1753,E
7,982.53,789.74,51.74,1332,53.3033,0.1454,E
9,875.19,649.78,55.06,3530,44.1926,0.2949,E
8,965.75,649.78,53.59,3460,43.5838,0.3328,E
8,1013.23,829.72,54.56,3136,81.1862,0.282,E
6,1024.27,829.72,53.12,4047,96.1206,0.2629,E
8,1083.87,949.68,51.74,1626,76.8758,0.2839,E
6,1070.04,949.68,52.19,1119,83.9142,0.2617,E
6,1102.83,979.67,48.4,2205,61.4966,0.1451,E
7,1090.79,959.68,48.4,2284,47.5482,0.141,E
7,1007.16,769.74,52.65,3122,54.9648,0.2837,E
9,796.68,569.81,54.56,5945,45.5004,0.1743,E
10,652.11,339.89,66.69,694,57.9251,0.3566,E
9,726.68,339.89,61.24,3681,61.0432,0.2117,E
11,765.42,339.89,61.24,5705,37.4408,0.3178,E
10,662.34,339.89,64.54,2604,71.7358,0.1404,E
9,721.3,369.88,58.27,5999,45.2742,0.3199,E
8,777.85,669.78,58.27,1901,33.8769,0.3475,E
9,701.96,639.79,75.97,528,64.7727,0.1737,E
8,684.41,609.8,63.85,3623,40.6293,0.1782,E
7,703.27,609.8,63.85,3763,35.7428,0.1777,E
9,798.02,659.78,53.59,4644,23.2343,0.2506,E
8,1015.59,679.77,53.59,5613,31.3201,0.1459,E
8,1075.41,999.67,54.07,281,27.4021,0.3577,E
9,1074.26,999.67,53.12,383,37.859,0.1432,E
8,1100.43,1019.66,51.74,279,72.7599,0.2181,E
9,1112.83,1039.65,51.74,605,36.8595,0.2516,E
7,1086.95,879.71,52.19,1599,36.7104,0.1415,E
6,1098.43,879.71,51.74,1238,43.6995,0.1821,E
7,1122.83,1079.64,51.74,166,63.253,0.1781,E
6,1117.23,1029.66,50.86,735,88.5714,0.2864,E
6,1131.71,1029.66,50.86,759,86.693,0.2209,E
7,1139.62,1089.64,50.86,205,20.0,0.3291,E
7,1095.79,979.67,50.86,724,82.1823,0.35100000000000003,E
7,1030.4,869.71,54.07,1255,76.4143,0.1797,E
7,988.6,799.73,55.06,1637,40.8064,0.1445,E
7,1010.38,909.7,55.57,263,64.6388,0.1414,E
6,1005.74,949.68,56.09,142,62.6761,0.1776,E
6,1003.24,909.7,55.57,385,29.6104,0.2492,E
8,1026.69,909.7,55.06,786,47.8372,0.1443,E
5,1031.96,839.72,54.07,1628,82.3096,0.2236,E
6,1056.96,839.72,51.74,1347,57.8322,0.2183,E
6,1100.83,1039.65,51.3,800,74.5,0.327,E
8,1046.69,799.73,51.3,1707,23.9016,0.3539,E
7,1053.49,799.73,51.3,1654,10.2781,0.2191,E
8,1129.62,1039.65,50.02,596,50.8389,0.332,E
8,1142.95,1039.65,48.02,1108,58.574,0.1823,E
8,1141.22,1019.66,48.02,1675,53.6119,0.1753,E
8,1107.23,999.67,48.02,2461,55.9122,0.2168,E
7,1084.44,919.69,51.74,1551,87.7498,0.2213,E
7,1130.02,919.69,49.6,644,42.0807,0.2124,E
8,1167.53,1099.63,49.6,370,60.8108,0.3569,E
8,1142.95,989.67,50.44,1459,61.1378,0.1458,E
6,1167.87,989.67,48.02,1464,64.6175,0.1862,E
7,1201.77,1129.62,48.02,566,68.0212,0.3256,E
6,1180.44,949.68,48.02,935,52.5134,0.1412,E
9,1165.44,949.68,48.02,1313,46.8393,0.14300000000000002,E
6,1173.96,1139.62,49.2,244,76.6393,0.3333,E
6,1134.62,1079.64,49.2,351,74.359,0.2571,E
6,1049.27,949.68,53.12,476,65.3361,0.2199,E
6,987.53,919.69,55.57,405,33.3333,0.1808,E
8,1006.09,929.69,54.07,201,47.2637,0.1775,E
6,1033.89,839.72,54.07,1246,15.4896,0.1488,E
6,1089.64,839.72,49.2,2243,42.1311,0.2824,E
9,1120.83,1009.66,49.2,1201,74.1882,0.2855,E
7,1132.96,949.68,46.89,3421,52.586999999999996,0.2207,E
7,1132.42,949.68,46.89,2920,49.1781,0.2119,E
7,1109.63,1039.65,51.3,733,60.573,0.3244,E
7,1082.84,889.7,50.44,2050,45.7073,0.1478,E
6,997.52,869.71,53.12,2075,42.747,0.1432,E
7,1016.7,869.71,53.59,1880,49.8404,0.1821,E
6,1109.63,869.71,48.8,1979,44.669,0.1442,E
7,1188.3,1119.63,46.89,702,38.3191,0.2195,E
8,1151.28,999.67,46.89,1171,62.4253,0.1448,E
9,1136.82,999.67,49.2,757,82.1664,0.2111,E
8,1140.87,899.7,49.2,2014,46.9215,0.1826,E
7,1161.28,1079.64,49.2,517,45.2611,0.287,E
8,1130.42,1049.65,49.2,659,39.909,0.1769,E
9,1051.96,909.7,52.65,1234,51.7828,0.2194,E
8,1040.39,839.72,52.65,2107,74.3711,0.1424,E
8,903.89,699.77,52.65,4075,17.2515,0.1784,E
8,873.77,699.77,55.57,3180,36.5723,0.1431,E
7,986.22,769.74,53.12,3320,33.1928,0.2098,E
9,1053.88,879.71,52.19,1923,30.8372,0.146,E
9,1072.44,1009.66,52.19,512,31.4453,0.3357,E
9,1096.94,1009.66,50.02,658,84.1945,0.1403,E
10,1119.63,759.75,41.39,9426,84.5321,0.2501,E
7,1098.83,759.75,41.39,9285,79.2676,0.2548,E
8,1085.79,939.69,52.19,711,69.4796,0.1417,E
8,1083.87,1029.66,52.65,274,74.8175,0.1419,E
7,1100.43,999.67,51.3,751,44.3409,0.1454,E
7,1132.54,999.67,50.86,879,27.19,0.2208,E
7,1112.03,949.68,50.44,1295,41.7761,0.1439,E
6,1056.57,819.73,50.44,2471,82.9219,0.2548,E
6,1079.24,879.71,52.19,2356,49.3209,0.2224,E
7,1111.94,919.69,50.02,1466,28.2401,0.3459,E
8,1037.8,909.7,50.02,1720,39.3605,0.1784,E
7,940.38,789.74,56.09,1547,52.3594,0.22,E
8,900.01,699.77,55.06,2410,41.8257,0.2431,D
9,733.09,589.8,55.57,4116,19.6064,0.1399,D
8,712.84,589.8,58.84,4018,13.7631,0.1799,D
7,802.23,659.78,58.84,1822,29.4182,0.1385,D
8,778.39,679.77,62.52,2467,20.0243,0.1736,D
7,865.34,699.77,58.84,1321,50.4921,0.1806,D
7,943.35,869.71,58.84,750,90.5333,0.212,D
7,880.33,719.76,61.24,1521,39.9737,0.1775,D
6,892.61,719.76,60.63,1510,39.5364,0.2168,D
6,957.68,889.7,58.84,787,82.2109,0.2088,D
5,952.44,869.71,58.84,828,70.4106,0.2172,D
6,969.68,899.7,58.27,533,76.1726,0.1778,D
6,972.53,909.7,58.84,510,60.7843,0.1836,D
7,960.71,779.74,57.71,1315,46.9962,0.1436,D
8,900.01,769.74,57.71,1258,23.3704,0.1736,D
8,881.27,769.74,63.85,728,74.5879,0.2128,D
6,903.57,769.74,58.84,1030,64.2718,0.2142,E
7,928.08,769.74,57.16,2219,37.7648,0.2086,E
7,984.67,809.73,56.09,1472,80.5027,0.1814,E
7,1015.22,959.68,56.09,371,81.6712,0.1824,E
5,997.52,929.69,56.62,486,82.0988,0.179,E
6,1000.38,929.69,55.57,700,43.1429,0.2142,E
4,1003.95,939.69,55.57,517,47.7756,0.2134,E
6,987.88,899.7,56.62,706,67.847,0.1808,E
6,996.81,899.7,56.62,890,72.5843,0.215,E
7,1016.45,939.69,55.06,702,84.3305,0.2108,E
5,1023.59,959.68,55.06,697,84.6485,0.2094,E
6,1015.38,969.68,56.09,484,91.5289,0.21100000000000002,E
6,1004.48,969.68,57.71,389,91.2596,0.1844,E
5,989.67,909.7,57.71,702,67.5214,0.2165,E
6,985.39,909.7,56.62,661,78.0635,0.2175,E
5,1008.95,949.68,57.16,501,95.8084,0.2124,E
7,1010.77,929.69,56.62,570,77.5439,0.2199,E
5,1001.52,929.69,56.62,515,76.699,0.1849,E
5,988.24,919.69,57.16,745,80.4027,0.2168,E
6,985.74,919.69,57.16,924,56.0606,0.2174,E
6,1010.4,929.69,56.62,539,62.7087,0.2199,E
8,988.96,799.73,56.62,1682,51.0107,0.1806,E
8,931.36,799.73,56.62,2997,25.4588,0.179,E
7,833.84,709.76,56.62,1634,30.2326,0.2116,E
6,806.59,709.76,63.85,1052,31.2738,0.1417,E
8,828.25,719.76,63.85,895,19.1061,0.142,E
8,803.16,739.75,66.69,276,47.4638,0.3202,E
8,740.52,609.8,70.61,1417,33.3098,0.1385,E
7,725.66,609.8,68.2,1405,33.1673,0.2827,E
8,858.5,629.79,58.27,3156,52.5665,0.2824,E
8,964.16,889.7,58.27,783,70.7535,0.2146,E
8,956.92,849.72,58.84,679,87.4816,0.2162,E
8,907.12,849.72,60.63,473,71.6702,0.2134,E
8,910.66,849.72,59.43,893,69.8768,0.2125,E
8,938.69,869.71,59.43,570,88.5965,0.1776,E
8,915.82,849.72,59.43,715,57.6224,0.2113,E
6,942.35,849.72,56.09,1097,43.7557,0.2122,E
7,975.54,879.71,56.09,1340,29.7015,0.1767,E
7,964.51,879.71,58.84,793,50.4414,0.1788,E
8,967.61,839.72,58.27,816,48.5294,0.1782,E
8,944.69,829.72,58.84,785,62.8025,0.1764,E
7,953.48,879.71,59.43,746,58.445,0.217,E
8,943.35,879.71,59.43,730,64.1096,0.212,E
8,948.35,879.71,57.16,657,45.2055,0.2109,E
7,900.02,739.75,57.16,1018,29.5678,0.1792,E
7,903.25,739.75,59.43,2425,19.0928,0.1786,E
7,959.68,889.7,59.43,700,49.4286,0.2156,E
7,892.2,729.76,60.63,1051,31.4938,0.1751,E
6,915.82,729.76,56.09,1946,39.4656,0.1761,E
7,998.24,329.89,56.09,16774,90.1157,0.322,E
8,997.88,329.89,56.09,10249,83.6472,0.3579,E
7,1004.31,949.68,56.09,717,38.6332,0.2134,E
6,996.1,879.71,55.06,1052,28.1369,0.2151,E
6,1006.45,879.71,55.06,921,38.9794,0.2129,E
7,1010.77,949.68,56.62,540,67.4074,0.1832,E
7,1025.95,939.69,55.57,481,74.0125,0.2166,E
6,1025.58,919.69,54.07,1109,73.4896,0.1806,E
6,1041.5,919.69,54.07,939,62.7263,0.2134,E
7,1065.03,979.67,50.44,765,81.9608,0.1445,E
7,1060.8,949.68,50.44,1343,86.2249,0.1813,E
6,1029.29,949.68,54.56,1426,97.1248,0.1799,E
8,1027.06,959.68,54.56,1158,92.7461,0.1803,E
7,1045.04,979.67,53.59,691,73.3719,0.2208,E
8,1046.69,979.67,53.59,652,59.5092,0.1769,E
8,1040.76,979.67,54.56,393,77.8626,0.2135,E
6,1039.28,969.68,54.07,662,90.1813,0.2138,E
6,1016.45,959.68,54.07,811,82.3674,0.2108,E
7,1018.55,959.68,55.57,613,94.4535,0.2182,E
7,1044.84,989.67,55.06,328,94.8171,0.2127,E
7,1041.87,969.68,55.06,411,78.1022,0.2133,E
7,1028.18,959.68,56.62,542,90.4059,0.1801,E
7,1018.95,949.68,56.62,591,93.9086,0.1753,E
7,1027.44,949.68,54.07,724,71.6851,0.1802,E
7,1033.36,959.68,54.07,546,63.0037,0.1434,E
7,1001.81,939.69,56.62,487,78.2341,0.1783,E
7,1005.22,939.69,56.09,402,76.6169,0.1842,E
7,1022.99,949.68,56.09,648,67.9012,0.2172,E
6,1040.02,969.68,54.07,830,86.0241,0.1781,E
7,1055.42,979.67,54.07,1294,89.1036,0.1822,E
7,1053.72,969.68,54.07,1073,82.8518,0.1757,E
7,1036.69,939.69,55.06,1041,88.3766,0.1786,E
7,1027.06,939.69,55.06,914,77.4617,0.2164,E
7,1048.54,959.68,53.59,718,74.9304,0.1766,E
7,1060.03,999.67,53.59,692,65.7514,0.1451,E
7,1024.47,929.69,54.56,826,76.5133,0.1808,E
7,1023.94,929.69,54.07,1038,85.4528,0.2093,E
6,1042.25,959.68,54.07,843,88.1376,0.1777,E
6,1025.21,899.7,55.06,1254,56.7783,0.1806,E
6,1009.66,899.7,55.06,1115,65.5605,0.2122,E
8,1022.25,959.68,55.06,756,83.5979,0.1812,E
7,1054.65,979.67,54.56,669,53.5127,0.1459,E
7,1058.49,969.68,54.56,765,36.9935,0.1817,E
8,1040.76,939.69,54.56,813,63.2226,0.1423,E
8,1027.51,939.69,53.59,1434,86.6806,0.1738,E
7,1029.66,949.68,53.59,1046,87.4761,0.1799,E
8,1018.55,949.68,55.06,754,91.1141,0.2182,E
5,1034.47,949.68,53.59,871,77.3823,0.2148,E
6,1044.1,949.68,53.59,820,81.3415,0.1774,E
5,1039.65,979.67,54.56,665,93.0827,0.1781,E
9,1043.73,979.67,54.07,782,68.798,0.1774,E
7,1038.17,939.69,54.07,1482,59.1093,0.1784,E
5,1052.34,939.69,53.12,1542,45.5253,0.1827,E
7,1065.8,999.67,53.12,880,68.1818,0.1804,E
7,1057.34,999.67,53.12,784,66.4541,0.1819,E
6,1054.83,989.67,53.59,932,70.1717,0.1756,E
6,1071.95,1009.66,52.19,988,82.99600000000001,0.1794,E
7,1058.88,969.68,52.19,1193,91.5339,0.1816,E
10,1043.5,969.68,53.59,1250,88.32,0.1843,E
7,1035.21,939.69,54.56,1387,85.0036,0.2147,E
7,1038.54,939.69,54.07,946,88.055,0.1783,E
7,1047.43,949.68,54.07,779,89.2169,0.1768,E
9,1037.8,949.68,54.56,855,91.345,0.1784,E
8,1043.11,969.68,53.12,854,75.9953,0.1844,E
